region,stim_id,aggressive,attractive,caring,confident,dominant,emostable,intelligent,mean,responsible,sociable,trustworthy,unhappy,weird
Africa,AM-229,5.611111111111111,4,5.076923076923077,5.958333333333333,5.65625,4.7,5.2727272727272725,5.025,5,5.088235294117647,4.631578947368421,4.1923076923076925,5.285714285714286
Africa,AM-231,4.611111111111111,3.8,5.666666666666667,4.291666666666667,4.84375,6.25,6.136363636363637,3.775,5.333333333333333,6.235294117647059,5.342105263157895,3.769230769230769,3.5357142857142856
Africa,AM-237,5.944444444444445,3.7,4.538461538461538,4.625,5.53125,5.05,5.318181818181818,5.225,5.833333333333333,4.735294117647059,4.421052631578948,6.076923076923077,4.857142857142857
Africa,AM-238,5.5,4.1,5.089743589743589,5.208333333333333,5.09375,5.4,5.5,4.675,5.875,5.117647058823529,4.7368421052631575,4.6923076923076925,3.7142857142857144
Africa,AM-243,5.055555555555555,4.05,4.884615384615385,5.416666666666667,5.09375,5.5,5.090909090909091,4.6,4.833333333333333,5.029411764705882,5,4.461538461538462,4.571428571428571
Africa,AM-246,4.222222222222222,3.7,5.717948717948718,5.833333333333333,5.4375,4.75,5.863636363636363,3.925,5.041666666666667,5.323529411764706,5.657894736842105,3.8076923076923075,4.178571428571429
Africa,AM-250,4.388888888888889,3.75,4.4743589743589745,4.708333333333333,5.3125,5.55,5.5,4.675,5.791666666666667,4.794117647058823,5.447368421052632,4.153846153846154,4.071428571428571
Africa,BF-003,5.111111111111111,4.85,6.423076923076923,5.666666666666667,5.4375,5.35,5.7272727272727275,2.6,5.125,5.882352941176471,6.657894736842105,3.576923076923077,2.5
Africa,BF-004,5.944444444444445,3.75,4.551282051282051,3.875,4.46875,5.1,4.5,4.875,4.583333333333333,4.470588235294118,4.7894736842105265,5.8076923076923075,4.964285714285714
Africa,BF-005,5.055555555555555,4.2,4.32051282051282,5.25,5.90625,5.7,5.681818181818182,4.8,5.166666666666667,5.470588235294118,5.552631578947368,4.615384615384615,3.9285714285714284
Africa,BF-007,5.444444444444445,3.45,4.705128205128205,4.416666666666667,5.4375,4.95,4.181818181818182,4.75,4.791666666666667,5.205882352941177,4.973684210526316,5.346153846153846,5.107142857142857
Africa,BF-008,5.055555555555555,4.9,4.461538461538462,4.625,5.03125,5.35,4.090909090909091,3.775,4.208333333333333,5.264705882352941,4.973684210526316,3.8461538461538463,3.357142857142857
Africa,BF-018,4.833333333333333,4.45,5.833333333333333,4.708333333333333,5.0625,5.65,5.318181818181818,3.975,5.166666666666667,5.823529411764706,6.447368421052632,4.230769230769231,3.6785714285714284
Africa,BF-020,4.722222222222222,3.95,5.8076923076923075,4.625,5.0625,4.7,4.409090909090909,3.95,5.583333333333333,5.588235294117647,6.2631578947368425,3.1923076923076925,4.392857142857143
Africa,BF-035,4.777777777777778,4.65,5.153846153846154,4.958333333333333,4.9375,4.75,5.5,3.775,4.458333333333333,5.823529411764706,5,4.384615384615385,3.7142857142857144
Africa,BF-047,5.277777777777778,3.2,3.8461538461538463,5.083333333333333,5.8125,4.25,4.318181818181818,5.825,4.708333333333333,4.588235294117647,4.7631578947368425,5.5,5.785714285714286
Africa,BF-201,5.055555555555555,5.9,5.794871794871795,5.958333333333333,5.40625,5.55,5.590909090909091,3.875,5.541666666666667,5.735294117647059,6.2368421052631575,4.384615384615385,2.9642857142857144
Africa,BF-210,4.833333333333333,5.4,6.333333333333333,6.208333333333333,5.21875,5.85,5.409090909090909,3.25,5.583333333333333,5.676470588235294,6.2894736842105265,4.884615384615385,2.607142857142857
Africa,BF-241,4.166666666666667,6.6,6.102564102564102,6.25,5.78125,5.15,6.2272727272727275,3.5,5.041666666666667,6.852941176470588,6.394736842105263,4.730769230769231,2.357142857142857
Africa,BF-244,4.555555555555555,4.9,4.871794871794871,6.25,6.0625,4.6,6.181818181818182,4.4,6,5.617647058823529,5.526315789473684,4.230769230769231,4.035714285714286
Africa,BF-247,5.166666666666667,5.15,5.3076923076923075,5.958333333333333,5.59375,6.15,6.454545454545454,4.175,5.416666666666667,6.411764705882353,6.157894736842105,4.615384615384615,3.4285714285714284
Africa,BF-250,4.722222222222222,5.3,5.615384615384615,6.416666666666667,6.03125,4.95,5.7727272727272725,4.05,5.333333333333333,6.029411764705882,6.342105263157895,4.461538461538462,3.1785714285714284
Africa,BM-002,4.944444444444445,4.95,5.384615384615385,5.791666666666667,5.9375,6.25,5.363636363636363,4.05,4.833333333333333,5.5,5.7631578947368425,5.461538461538462,3.8214285714285716
Africa,BM-017,6.5,2.65,4.243589743589744,4.5,5.40625,5.35,4.636363636363637,5.625,5.166666666666667,4.294117647058823,4.342105263157895,5.6923076923076925,5.392857142857143
Africa,BM-027,4.333333333333333,4.45,6.012820512820513,5.5,5.625,6.1,5.818181818181818,2.875,5.666666666666667,6.147058823529412,5.894736842105263,4.653846153846154,2.857142857142857
Africa,BM-030,4.666666666666667,4.4,4.923076923076923,6.25,5.6875,5.4,5.681818181818182,3.925,5.416666666666667,5.794117647058823,5.2894736842105265,3.269230769230769,4.464285714285714
Africa,BM-032,4.722222222222222,4,5.794871794871795,6.375,6.21875,5.9,5.636363636363637,4.675,6.041666666666667,6.029411764705882,5.894736842105263,3.8076923076923075,4.678571428571429
Africa,BM-040,4.166666666666667,4.15,5.089743589743589,5.375,5.6875,5.8,4.5,3.75,5.166666666666667,5.323529411764706,5.657894736842105,4.576923076923077,4.964285714285714
Africa,BM-202,5.222222222222222,4.25,4.602564102564102,3.875,5.90625,5.1,4.818181818181818,4.35,5.083333333333333,4.4411764705882355,5.552631578947368,6.230769230769231,4.785714285714286
Africa,BM-210,6.277777777777778,4.8,4.4743589743589745,5.625,5.875,5.7,5,4.925,5.833333333333333,4.911764705882353,5.157894736842105,5.423076923076923,3.5357142857142856
Africa,BM-211,5,4,5.102564102564102,4.958333333333333,6.21875,5.2,4.7272727272727275,4.95,5.125,5.088235294117647,5.342105263157895,4.884615384615385,5.5
Africa,BM-219,6.111111111111111,2.9,4.5256410256410255,3.2916666666666665,4.78125,3.7,5.409090909090909,5,4.041666666666667,4.764705882352941,4.394736842105263,6.3076923076923075,5.464285714285714
Africa,BM-226,5.944444444444445,3.15,5.666666666666667,3.875,4.625,4.85,4.863636363636363,3.65,4.916666666666667,4.9411764705882355,5.078947368421052,4.8076923076923075,5.25
Africa,BM-227,5.111111111111111,4.95,5.153846153846154,5.125,6.0625,4.8,6.2272727272727275,4.475,5.375,5.676470588235294,5.5,5.269230769230769,3.1785714285714284
Africa,BM-238,5.777777777777778,3.3,4.1923076923076925,4,5.40625,4.5,4.2272727272727275,5.275,4.125,4.352941176470588,4.578947368421052,5.076923076923077,5.75
Africa,BM-250,4.611111111111111,4,5.461538461538462,5.375,5.875,5.8,6.181818181818182,4,5.791666666666667,5.911764705882353,5.684210526315789,3.6923076923076925,4.571428571428571
Africa,BM-253,5.944444444444445,3.5,4.217948717948718,5.416666666666667,6.28125,6,4.545454545454546,4.7,4.708333333333333,4.764705882352941,3.789473684210526,3.6153846153846154,4.642857142857143
Africa,LF-202,4.611111111111111,3.5,5.141025641025641,4.208333333333333,4.9375,5.1,4.545454545454546,4.525,5.25,5.764705882352941,5.2631578947368425,4.653846153846154,4.107142857142857
Africa,LF-206,5.666666666666667,4.85,3.628205128205128,6.083333333333333,5.3125,5.35,5.909090909090909,5.675,5.5,5.882352941176471,4.684210526315789,6.538461538461538,3.5714285714285716
Africa,LF-208,5,4.55,5.102564102564102,4.875,5.4375,4.8,5.136363636363637,4.05,4.458333333333333,5.676470588235294,5.5,5.153846153846154,4.178571428571429
Africa,LF-209,4.666666666666667,5.35,5.858974358974359,5.458333333333333,4.84375,6.35,6,3.525,5.75,6.705882352941177,6.368421052631579,4.230769230769231,3.107142857142857
Africa,LF-210,4.388888888888889,5.1,5.384615384615385,5.125,5.375,5.3,5.2272727272727275,4.225,5.25,5.294117647058823,5.7105263157894735,5.346153846153846,3.607142857142857
Africa,LF-213,5,4.8,4.397435897435898,4.541666666666667,4.84375,5.05,5.681818181818182,4.1,5.208333333333333,5.911764705882353,4.921052631578948,5.269230769230769,3.857142857142857
Africa,LF-216,4.222222222222222,4.65,4.910256410256411,4.5,4.84375,5.3,4.454545454545454,5.55,5.083333333333333,5.823529411764706,5.578947368421052,5.269230769230769,3.7857142857142856
Africa,LF-219,4.222222222222222,5.15,4.871794871794871,5.041666666666667,4.90625,5.4,5.681818181818182,4.325,5.041666666666667,5.411764705882353,5.421052631578948,5.076923076923077,3.642857142857143
Africa,LF-220,5.111111111111111,3.2,4.6923076923076925,4.583333333333333,5.0625,4.95,4.909090909090909,3.675,5.708333333333333,5.794117647058823,5.973684210526316,3.3461538461538463,3.392857142857143
Africa,LF-226,5.5,3.8,4.423076923076923,4.833333333333333,5,5.25,4.909090909090909,5.95,5.291666666666667,5.205882352941177,5.5,4.884615384615385,4.321428571428571
Africa,LF-228,4.277777777777778,3.95,5.615384615384615,5.625,4.90625,5,5.136363636363637,3.375,5.125,5.4411764705882355,6.131578947368421,5.115384615384615,3.357142857142857
Africa,LF-235,4.444444444444445,5.3,5.743589743589744,4.625,4.84375,5.15,5.909090909090909,4.1,5.791666666666667,5.9411764705882355,5.578947368421052,4.769230769230769,3.642857142857143
Africa,LF-241,4.222222222222222,6.1,5.17948717948718,5.875,6,6.1,6.5,4.2,6.041666666666667,6.176470588235294,6.2631578947368425,4.6923076923076925,3.107142857142857
Africa,LF-253,5.333333333333333,3.55,4.397435897435898,3.9166666666666665,4.75,4.8,5.2727272727272725,5.575,4.75,4.882352941176471,4.631578947368421,4.653846153846154,5.464285714285714
Africa,LF-254,4.388888888888889,4.1,4.897435897435898,4.291666666666667,4.8125,5.2,5.636363636363637,4.25,5.583333333333333,5.088235294117647,5.2105263157894735,5.961538461538462,4.035714285714286
Africa,LM-207,4.5,4.3,5.705128205128205,5.333333333333333,5.09375,6.2,5.545454545454546,3.975,5.458333333333333,4.882352941176471,5.368421052631579,4.884615384615385,3.25
Africa,LM-210,5.277777777777778,3,4.756410256410256,5,5.9375,5.1,5.5,4.9,6.041666666666667,4.647058823529412,5.2631578947368425,5.230769230769231,4.714285714285714
Africa,LM-211,4.833333333333333,3.95,5.589743589743589,3.875,4.96875,5,5.2272727272727275,3.575,5.041666666666667,5.323529411764706,5.552631578947368,4.538461538461538,4.107142857142857
Africa,LM-214,4.444444444444445,4.3,5.064102564102564,5.166666666666667,5.6875,5.7,6.181818181818182,4.225,5.708333333333333,5.852941176470588,6.131578947368421,3.9615384615384617,3.857142857142857
Africa,LM-217,6.222222222222222,3,3.7435897435897436,3.9166666666666665,5.9375,5.15,5,5.675,5.541666666666667,4.970588235294118,4.5,4.846153846153846,5.071428571428571
Africa,LM-219,4.333333333333333,4.85,5.782051282051282,6.833333333333333,6.59375,6.6,5.409090909090909,3.45,5.75,5.588235294117647,6.105263157894737,3.3076923076923075,2.892857142857143
Africa,LM-224,5.277777777777778,4.95,5.858974358974359,6.541666666666667,6.46875,5.35,5.409090909090909,4.475,5.75,5.470588235294118,5.921052631578948,4,4.285714285714286
Africa,LM-227,5.222222222222222,4.35,4.641025641025641,5.291666666666667,5.40625,5.65,6.2272727272727275,4.375,6.291666666666667,5.5,6.157894736842105,4.653846153846154,3.0714285714285716
Africa,LM-231,5.611111111111111,4.05,4.717948717948718,4.583333333333333,5.4375,4.1,5.181818181818182,4.1,5.625,5.529411764705882,5.368421052631579,4.423076923076923,4.214285714285714
Africa,LM-241,4.722222222222222,3.05,5.5,4.625,5.03125,5.6,5.909090909090909,3.75,5.375,5.9411764705882355,6,4.961538461538462,5.035714285714286
Africa,LM-243,4.888888888888889,4.45,5.076923076923077,4.083333333333333,5.46875,5.05,5.2727272727272725,4.325,5.541666666666667,5.705882352941177,5.421052631578948,5.269230769230769,3.5357142857142856
Africa,LM-247,5.222222222222222,3.3,3.8205128205128207,4.916666666666667,6.03125,4.6,5.409090909090909,4.75,5.083333333333333,5.147058823529412,5.342105263157895,5.269230769230769,4.071428571428571
Africa,LM-250,5.166666666666667,3.7,4.82051282051282,5.833333333333333,5.28125,4.65,5.409090909090909,4.65,5.166666666666667,5.735294117647059,5.5,5.461538461538462,4.642857142857143
Africa,LM-251,5.055555555555555,3.65,4.166666666666667,4.583333333333333,5.46875,4.25,5.863636363636363,4.425,5.041666666666667,5.323529411764706,5.868421052631579,4.846153846153846,4.071428571428571
Africa,LM-252,5.222222222222222,3.35,4.782051282051282,4.291666666666667,6,6.1,5.045454545454546,5.475,4.958333333333333,4.294117647058823,5,6.153846153846154,4.321428571428571
Africa,WF-007,4.555555555555555,4.45,4.948717948717949,5.375,5.375,6.55,5.954545454545454,4.65,5.083333333333333,5.911764705882353,5.5,4.461538461538462,3.642857142857143
Africa,WF-012,6.444444444444445,5.7,6.0256410256410255,6.208333333333333,5.75,5.35,4.863636363636363,4.3,6.208333333333333,5.676470588235294,6.052631578947368,4.961538461538462,4.035714285714286
Africa,WF-015,5.666666666666667,5.5,5.884615384615385,6.208333333333333,5.6875,5.85,6.045454545454546,4.7,5.958333333333333,6.764705882352941,6.184210526315789,4.6923076923076925,3.4285714285714284
Africa,WF-020,5.777777777777778,4.35,4.256410256410256,5.333333333333333,5.25,4.45,4.681818181818182,4.4,4.916666666666667,5.235294117647059,4.921052631578948,4.923076923076923,4.071428571428571
Africa,WF-030,5.444444444444445,3.4,5.67948717948718,4.458333333333333,4.59375,5.3,5.545454545454546,4.175,5.958333333333333,4.852941176470588,5.868421052631579,5.153846153846154,4.178571428571429
Africa,WF-031,5.888888888888889,4.2,5.141025641025641,5.25,5.34375,5.3,5.318181818181818,4.175,5.5,5.764705882352941,5.605263157894737,4.884615384615385,4.285714285714286
Africa,WF-205,6.166666666666667,5.35,4.653846153846154,5.833333333333333,5.5,5.05,5.318181818181818,5.6,6.166666666666667,5.382352941176471,5.447368421052632,4.538461538461538,4.678571428571429
Africa,WF-208,5.333333333333333,4.6,4.5256410256410255,5.583333333333333,4.8125,5,6.2727272727272725,3.925,5.291666666666667,5.735294117647059,5.947368421052632,4.5,3.25
Africa,WF-210,5.888888888888889,3,3,4.25,5.71875,4.8,3.772727272727273,6.75,5.208333333333333,4.235294117647059,4.368421052631579,5,4.75
Africa,WF-211,4.5,5.8,5.589743589743589,6.666666666666667,5.90625,5.25,5.590909090909091,4.225,4.958333333333333,5.5588235294117645,5.868421052631579,4.769230769230769,3.0714285714285716
Africa,WF-215,4.888888888888889,3.4,4.5,5.333333333333333,5.375,5.5,4.954545454545454,5.325,4.75,4.470588235294118,4.157894736842105,3.8846153846153846,5.142857142857143
Africa,WF-220,5.166666666666667,6.2,4.743589743589744,6.708333333333333,5.3125,5.75,5.2272727272727275,4.125,5.875,6.147058823529412,6.2894736842105265,3.3846153846153846,2.75
Africa,WF-226,5.555555555555555,2.75,4.615384615384615,4.833333333333333,5.375,4.8,5.681818181818182,4,5.541666666666667,4.970588235294118,5.315789473684211,4.5,5.5
Africa,WF-242,4.944444444444445,5.25,5.910256410256411,6.791666666666667,5.75,6.25,6.363636363636363,3.65,5.875,6.323529411764706,6.421052631578948,3.6538461538461537,3.392857142857143
Africa,WF-252,5.111111111111111,4.75,3.7051282051282053,6.5,4.84375,5.7,5.7727272727272725,5.45,5.666666666666667,5.4411764705882355,4.447368421052632,4.423076923076923,3.7857142857142856
Africa,WM-003,6.166666666666667,4.45,3.730769230769231,5,5.90625,4.4,4.5,4.925,5.25,4.970588235294118,4.947368421052632,5.384615384615385,4.142857142857143
Africa,WM-009,5.555555555555555,4.65,4.910256410256411,5.875,5.5625,4.85,5.590909090909091,4.6,5.708333333333333,5.911764705882353,5.315789473684211,5.153846153846154,3.4285714285714284
Africa,WM-016,5.666666666666667,3.9,3.948717948717949,5.458333333333333,5.78125,5.45,5.863636363636363,5.925,6.083333333333333,4.911764705882353,5.078947368421052,5.230769230769231,4.107142857142857
Africa,WM-039,5.444444444444445,3.4,4.461538461538462,3.6666666666666665,4.34375,5.45,5.2727272727272725,4.4,5.416666666666667,5.352941176470588,4.131578947368421,4.730769230769231,5.071428571428571
Africa,WM-211,5.722222222222222,4.9,4.615384615384615,5.458333333333333,5.8125,4.7,5.2727272727272725,4.95,6.083333333333333,4.617647058823529,5.026315789473684,3.8846153846153846,4.428571428571429
Africa,WM-213,5,3.8,5.397435897435898,5.666666666666667,6.125,5.5,5.681818181818182,4.375,5.916666666666667,6.617647058823529,5.184210526315789,3.4615384615384617,4.214285714285714
Africa,WM-216,6.388888888888889,3.1,4.243589743589744,4.291666666666667,5.25,4.5,4.590909090909091,4.525,5.583333333333333,4.852941176470588,4.315789473684211,5.884615384615385,4.892857142857143
Africa,WM-217,5.555555555555555,4.45,3.9615384615384617,5.25,4.5,5.8,5.2727272727272725,5.25,5.166666666666667,3.911764705882353,4.315789473684211,5.115384615384615,4.5
Africa,WM-229,5.222222222222222,3.7,5.038461538461538,4.333333333333333,4.96875,5,5.409090909090909,5.825,5.75,4.705882352941177,5.105263157894737,5.115384615384615,4.857142857142857
Africa,WM-236,5.333333333333333,2.4,4.012820512820513,3.375,4.625,4.8,5.7727272727272725,4.6,4.625,4.764705882352941,4.394736842105263,4.5,5.928571428571429
Africa,WM-237,5.611111111111111,3.4,4.3076923076923075,4.208333333333333,5.90625,4.4,5.2727272727272725,4.925,5.458333333333333,4.647058823529412,5.052631578947368,4.6923076923076925,4.714285714285714
Africa,WM-242,4.555555555555555,4.4,3.91025641025641,5.916666666666667,6.0625,4.65,5.454545454545454,5.3,5.916666666666667,5.735294117647059,5.131578947368421,5.461538461538462,3.607142857142857
Africa,WM-243,6.5,3,3.1794871794871793,5.541666666666667,5.375,4,3.6818181818181817,6.1,5.458333333333333,4.205882352941177,3.6052631578947367,6.153846153846154,6.428571428571429
Africa,WM-244,6.277777777777778,3.75,4.884615384615385,5.458333333333333,6,5,4.909090909090909,4.825,5.625,5.5,4.526315789473684,5.769230769230769,5.25
Africa,WM-256,5.5,3.85,4.564102564102564,4.541666666666667,5.4375,5.6,4.590909090909091,5.3,6.041666666666667,5.029411764705882,4.131578947368421,5.076923076923077,4.25
Asia,AF-203,4.131578947368421,4.035714285714286,5.1,5.065217391304348,4.368421052631579,5.305555555555555,4.826086956521739,3.076923076923077,5.075,5.26,5.6875,4.361111111111111,3.8461538461538463
Asia,AF-204,3.9473684210526314,3.357142857142857,4.616666666666666,3.5652173913043477,3.6578947368421053,4.694444444444445,4.565217391304348,3.9615384615384617,4.6,4.56,5,5.5,4.3076923076923075
Asia,AF-205,4.631578947368421,4.964285714285714,4.766666666666667,4.804347826086956,5.631578947368421,5.166666666666667,5.239130434782608,4.884615384615385,5.1,4.72,4.78125,4.388888888888889,4.230769230769231
Asia,AF-209,4.078947368421052,3.4285714285714284,5.3,5.391304347826087,3.8947368421052633,5.333333333333333,4.891304347826087,3.5,4.8,5.24,5.5625,4.027777777777778,4.1923076923076925
Asia,AF-211,3.6315789473684212,3.5,5.066666666666666,3.5,3.3421052631578947,5.25,4.891304347826087,3.6923076923076925,4.75,5.18,5.34375,4.555555555555555,3.923076923076923
Asia,AF-212,4.2631578947368425,2.8214285714285716,4.266666666666667,4.217391304347826,3.736842105263158,4.111111111111111,3.782608695652174,5.1923076923076925,4.05,3.92,4.21875,4.5,6.6923076923076925
Asia,AF-222,3.763157894736842,3.7142857142857144,4.4222222222222225,4.326086956521739,4.052631578947368,5.472222222222222,4.956521739130435,4.423076923076923,5.275,4.46,5.125,4.388888888888889,3.8461538461538463
Asia,AF-224,4.552631578947368,3.4285714285714284,4.7,4.282608695652174,4.526315789473684,4.833333333333333,4.456521739130435,4.961538461538462,4.475,4.36,4.6875,4.333333333333333,5.153846153846154
Asia,AF-228,4.7894736842105265,4.535714285714286,4.933333333333334,5.326086956521739,5.157894736842105,5.194444444444445,5.913043478260869,4.1923076923076925,5.3,4.96,5.53125,4.083333333333333,3.6153846153846154
Asia,AF-229,4.868421052631579,4.214285714285714,4.916666666666667,4.978260869565218,4.421052631578948,5.083333333333333,5.021739130434782,4.038461538461538,5.075,5.02,4.96875,4.277777777777778,3.9615384615384617
Asia,AF-230,4.315789473684211,4.464285714285714,5.05,4.543478260869565,4.7631578947368425,5.055555555555555,6.065217391304348,3.3461538461538463,5.3,5.1,5.375,5.25,2.6923076923076925
Asia,AF-245,4.447368421052632,3.7142857142857144,4.8,5.369565217391305,5.052631578947368,5.416666666666667,4.956521739130435,5.076923076923077,5.375,5.16,5.09375,3.7222222222222223,5
Asia,AF-248,4.2368421052631575,3.4285714285714284,5.2,5.173913043478261,4.973684210526316,5.222222222222222,5.108695652173913,3.5384615384615383,5.45,5.1,4.90625,3.8333333333333335,4.153846153846154
Asia,AF-250,3.8684210526315788,3.9642857142857144,5.466666666666667,5.043478260869565,4.2368421052631575,5.583333333333333,5.369565217391305,3.6538461538461537,4.675,5.76,5.1875,3.7777777777777777,3.6153846153846154
Asia,AF-255,5.2894736842105265,4.25,4.25,4.717391304347826,5.552631578947368,4.75,5.282608695652174,5.269230769230769,4.825,3.66,4.6875,4.777777777777778,4.230769230769231
Asia,AM-201,4.947368421052632,3.0357142857142856,3.7333333333333334,3.847826086956522,3.710526315789474,4.638888888888889,4.760869565217392,4.384615384615385,4.275,4.06,4.125,4.583333333333333,4.769230769230769
Asia,AM-202,5.631578947368421,3.2142857142857144,3.816666666666667,4.297101449275362,4.315789473684211,4.833333333333333,4.369565217391305,4.884615384615385,4.025,4.18,4.53125,4.666666666666667,5.038461538461538
Asia,AM-204,4.2368421052631575,3.5357142857142856,4.766666666666667,4.608695652173913,4.078947368421052,5.833333333333333,5.391304347826087,4.1923076923076925,4.55,5.1,5.0625,4.083333333333333,4.846153846153846
Asia,AM-205,5.052631578947368,3.2142857142857144,4.483333333333333,4.543478260869565,5.078947368421052,5.111111111111111,4.782608695652174,5.038461538461538,4.375,4.88,4.8125,3.9444444444444446,4.269230769230769
Asia,AM-209,3.6052631578947367,3.8214285714285716,5.266666666666667,4.891304347826087,4.052631578947368,5.666666666666667,5.326086956521739,3.576923076923077,5.4,5.2,5.4375,3.5,3.9615384615384617
Asia,AM-210,4.105263157894737,3.607142857142857,4.933333333333334,4.304347826086956,4.184210526315789,4.666666666666667,5.717391304347826,4.8076923076923075,4.825,4.64,4.96875,4.25,3.6923076923076925
Asia,AM-211,4.7105263157894735,4.071428571428571,5.033333333333333,5.456521739130435,4.7894736842105265,5.305555555555555,5.434782608695652,3.730769230769231,4.775,5.24,5.34375,3.5555555555555554,3.8461538461538463
Asia,AM-225,4.473684210526316,3.6785714285714284,4.55,3.9782608695652173,4.157894736842105,4.833333333333333,4.869565217391305,4.153846153846154,4.45,4.28,4.9375,4.611111111111111,4.038461538461538
Asia,AM-229,4.605263157894737,3.1785714285714284,4.3,4.869565217391305,4.2105263157894735,5,5.3478260869565215,5.846153846153846,3.475,4.66,4.21875,3.9166666666666665,5.3076923076923075
Asia,AM-231,3.4210526315789473,3.642857142857143,5.433333333333334,4.456521739130435,3.289473684210526,5.444444444444445,5.065217391304348,4.115384615384615,4.675,6.26,5.0625,3.0555555555555554,4.1923076923076925
Asia,AM-237,5.2105263157894735,3.1785714285714284,4.583333333333333,4.478260869565218,4.131578947368421,4.055555555555555,4.543478260869565,5.038461538461538,4.125,4.54,4.5625,4.388888888888889,5.269230769230769
Asia,AM-238,4.447368421052632,3.7857142857142856,4.833333333333333,4.695652173913044,4.368421052631579,5.083333333333333,5.434782608695652,4.230769230769231,5.7,5.18,5.3125,4.055555555555555,3.8461538461538463
