region,stim_id,aggressive,attractive,caring,confident,dominant,emostable,intelligent,mean,responsible,sociable,trustworthy,unhappy,weird
Australia & New Zealand,WF-210,5.021739130434782,2.8636363636363638,3.9027777777777777,3.8513513513513513,4.659090909090909,4.388888888888889,4.25,5.956521739130435,4.384615384615385,4.044117647058823,3.875,4.790322580645161,4.825
Australia & New Zealand,WF-211,3.239130434782609,5.03030303030303,5.5,5.472972972972973,5.045454545454546,5.388888888888889,5.729166666666667,3.4782608695652173,5.211538461538462,5.338235294117647,5.84375,4.064516129032258,3.075
Australia & New Zealand,WF-215,4.586956521739131,3.727272727272727,4.333333333333333,5.594594594594595,5.045454545454546,5.111111111111111,5,5.108695652173913,4.365384615384615,5.0588235294117645,4.6875,4.161290322580645,4.475
Australia & New Zealand,WF-220,2.847826086956522,5.409090909090909,5.763888888888889,6.337837837837838,4.96969696969697,6.611111111111111,6.3125,3.391304347826087,5.9423076923076925,6.014705882352941,6.4375,3.3548387096774195,2.35
Australia & New Zealand,WF-226,3.0652173913043477,3.0757575757575757,4.930555555555555,4.675675675675675,3.9318181818181817,5.351851851851852,4.770833333333333,4.195652173913044,5.480769230769231,4.985294117647059,5.375,3.7419354838709675,5.075
Australia & New Zealand,WF-242,2.608695652173913,5.606060606060606,5.625,5.918918918918919,4.6893939393939394,6.018518518518518,6.25,3.1739130434782608,5.846153846153846,6.073529411764706,5.90625,3.4838709677419355,2.825
Australia & New Zealand,WF-252,5.086956521739131,4.757575757575758,4.208333333333333,5.783783783783784,5.1893939393939394,5.555555555555555,5.479166666666667,4.8478260869565215,5.576923076923077,5.132352941176471,4.9375,3.7419354838709675,4.075
Australia & New Zealand,WM-003,4.5,4.878787878787879,4.972222222222222,5.405405405405405,5.181818181818182,6.203703703703703,6.1875,4.239130434782608,5.6923076923076925,4.955882352941177,5.40625,4.129032258064516,3.525
Australia & New Zealand,WM-009,3.4347826086956523,3.984848484848485,4.402777777777778,5.405405405405405,4.446969696969697,6.314814814814815,5.916666666666667,3.5434782608695654,5.25,4.794117647058823,5.375,4.5,3
Australia & New Zealand,WM-016,4.978260869565218,4,4.097222222222222,5.351351351351352,5.666666666666667,5.148148148148148,5.416666666666667,5.195652173913044,5.288461538461538,4.323529411764706,4.25,4.645161290322581,3.7
Australia & New Zealand,WM-039,3.630434782608696,3.0757575757575757,4.222222222222222,4.3108108108108105,3.3636363636363638,5.388888888888889,4.5,3.891304347826087,4.4423076923076925,4.455882352941177,4.71875,4.17741935483871,3.9
Australia & New Zealand,WM-211,4.304347826086956,4.106060606060606,4.083333333333333,4.972972972972973,4.575757575757576,5.722222222222222,5.520833333333333,4.282608695652174,4.903846153846154,4.75,4.84375,4.225806451612903,3.325
Australia & New Zealand,WM-213,3.282608695652174,4.181818181818182,5.166666666666667,6.4324324324324325,4.431818181818182,6.12962962962963,6.0625,3.0217391304347827,5.384615384615385,5.794117647058823,6,3.6451612903225805,2.975
Australia & New Zealand,WM-216,4.130434782608695,3.0303030303030303,4.194444444444445,4.27027027027027,4.8106060606060606,4.87037037037037,5.458333333333333,4.739130434782608,4.8076923076923075,4.102941176470588,4.71875,5.241935483870968,3.95
Australia & New Zealand,WM-217,4.673913043478261,3.3484848484848486,3.8472222222222223,4.635135135135135,3.9545454545454546,4.685185185185185,5.104166666666667,4.5,4.461538461538462,4.235294117647059,4.8125,4.338709677419355,4.25
Australia & New Zealand,WM-229,4.630434782608695,3.696969696969697,4.083333333333333,4.675675675675675,4.090909090909091,5.12962962962963,5.541666666666667,3.9130434782608696,5.096153846153846,4.367647058823529,5.3125,4.741935483870968,3.725
Australia & New Zealand,WM-236,3.6739130434782608,2.9696969696969697,4.138888888888889,4.581081081081081,3.265151515151515,4.314814814814815,5,4.021739130434782,4.519230769230769,4.0588235294117645,4.8125,4.241935483870968,5.25
Australia & New Zealand,WM-237,4.543478260869565,2.8181818181818183,3.9444444444444446,4.648648648648648,3.696969696969697,4.925925925925926,4.9375,4.282608695652174,4.538461538461538,4,4.59375,4.5,4.9
Australia & New Zealand,WM-242,4.521739130434782,3.8636363636363638,3.9722222222222223,4.675675675675675,4.583333333333333,5.2592592592592595,5.4375,4.173913043478261,4.903846153846154,4.632352941176471,5,4.838709677419355,3.5
Australia & New Zealand,WM-243,5.978260869565218,2.742424242424242,3.6527777777777777,4.972972972972973,6.045454545454546,4.018518518518518,4.666666666666667,5.8478260869565215,3.923076923076923,3.7058823529411766,3.78125,4.354838709677419,6.05
Australia & New Zealand,WM-244,4.173913043478261,3.3484848484848486,4.305555555555555,5.9324324324324325,4.803030303030303,5.277777777777778,5.5,4.434782608695652,4.826923076923077,5.161764705882353,4.90625,3.7580645161290325,4
Australia & New Zealand,WM-256,4.8478260869565215,2.9393939393939394,4.291666666666667,4.864864864864865,4.537878787878788,5.425925925925926,5.125,5,5,4.161764705882353,4.65625,4.32258064516129,4.075
Central America & Mexico,AF-203,3.25,5.555555555555555,5.555555555555555,4.65,4.684210526315789,6.5625,6.3076923076923075,3.7857142857142856,6.411764705882353,5.954545454545454,6.277777777777778,4.933333333333334,4.708333333333333
Central America & Mexico,AF-204,4.791666666666667,4.055555555555555,5,4.4,3.9473684210526314,5.375,5.5,4.285714285714286,5.970588235294118,5.545454545454546,5.388888888888889,5.133333333333334,5.125
Central America & Mexico,AF-205,4.125,5.222222222222222,4.75,5.65,4.815789473684211,6.125,5.230769230769231,4.571428571428571,6.5,5.5,5.722222222222222,4.5,4.333333333333333
Central America & Mexico,AF-209,4,4.444444444444445,5.472222222222222,5.1,3.973684210526316,6.375,5.730769230769231,4.214285714285714,5.852941176470588,6.181818181818182,5.611111111111111,5,4.166666666666667
Central America & Mexico,AF-211,2.7083333333333335,4.388888888888889,5.333333333333333,3.85,3.5789473684210527,5.8125,6.038461538461538,3.7857142857142856,5.617647058823529,4.818181818181818,5.888888888888889,5.7,3.9583333333333335
Central America & Mexico,AF-212,4.166666666666667,3.888888888888889,4.694444444444445,4.95,3.6315789473684212,4.875,5.115384615384615,5.285714285714286,5.382352941176471,5.181818181818182,5.777777777777778,5.2,5.916666666666667
Central America & Mexico,AF-222,3.7916666666666665,3.9444444444444446,4.277777777777778,5.1,4.394736842105263,5.5,6.384615384615385,5.714285714285714,5.382352941176471,5.636363636363637,5.111111111111111,5.133333333333334,5.541666666666667
Central America & Mexico,AF-224,4.041666666666667,4.555555555555555,4.833333333333333,5.2,4.815789473684211,5.1875,6.1923076923076925,4.928571428571429,6.235294117647059,4.863636363636363,5.5,4.866666666666666,6
Central America & Mexico,AF-228,3.7083333333333335,5.166666666666667,4.805555555555555,6.15,5.5,6.4375,6.8076923076923075,4.5,6.823529411764706,6.409090909090909,5.888888888888889,4,3.2916666666666665
Central America & Mexico,AF-229,3.75,4.611111111111111,4.777777777777778,5.6,4.842105263157895,6.6875,5.884615384615385,4.357142857142857,6.0588235294117645,6,5.5,4.733333333333333,4.666666666666667
Central America & Mexico,AF-230,4.208333333333333,5.166666666666667,4.972222222222222,5.4,4.2631578947368425,6.4375,6.384615384615385,3.642857142857143,6.764705882352941,5.5,5.833333333333333,5.333333333333333,3.6666666666666665
Central America & Mexico,AF-245,3.5833333333333335,5.111111111111111,5.694444444444445,6.95,4.578947368421052,6.3125,5.5,4.142857142857143,6.352941176470588,6.7727272727272725,5.888888888888889,4.766666666666667,5.666666666666667
Central America & Mexico,AF-248,4.416666666666667,4.944444444444445,5.027777777777778,5.15,5.078947368421052,6.125,6.538461538461538,4.428571428571429,6.411764705882353,5.2272727272727275,6,4.7,4.458333333333333
Central America & Mexico,AF-250,3.4166666666666665,5.111111111111111,5.805555555555555,5.7,4.473684210526316,6.9375,6.576923076923077,4.571428571428571,6.352941176470588,6.2727272727272725,5.611111111111111,4.7,4.083333333333333
Central America & Mexico,AF-255,4.25,5.333333333333333,4.472222222222222,6.9,4.894736842105263,5.9375,5.846153846153846,4.571428571428571,6.735294117647059,5.090909090909091,5.222222222222222,5.3,4.791666666666667
Central America & Mexico,AM-201,4.75,4.277777777777778,4.527777777777778,4.8,5.078947368421052,5,6.615384615384615,4.928571428571429,6.411764705882353,4.863636363636363,5.555555555555555,4.533333333333333,5.041666666666667
Central America & Mexico,AM-202,5.5,3.888888888888889,4.083333333333333,4.9,5,5,5.884615384615385,5.571428571428571,5.823529411764706,4.954545454545454,4.611111111111111,4.8,5.416666666666667
Central America & Mexico,AM-204,3.5833333333333335,4.277777777777778,5,5.25,4.2105263157894735,5.0625,4.961538461538462,4.642857142857143,5.911764705882353,4.7727272727272725,5.722222222222222,4.5,4.916666666666667
Central America & Mexico,AM-205,4.791666666666667,3.5555555555555554,5.138888888888889,6.25,5.157894736842105,5.8125,6.769230769230769,4.857142857142857,6.5,5.318181818181818,5.5,4.6,4.333333333333333
Central America & Mexico,AM-209,3.2916666666666665,4.111111111111111,5.777777777777778,6.15,4.7368421052631575,6.375,6.153846153846154,3.5,6.588235294117647,5.454545454545454,6.166666666666667,5.1,4.541666666666667
Central America & Mexico,AM-210,3.9583333333333335,4.333333333333333,4.861111111111111,6.1,4.578947368421052,5.5625,6.230769230769231,4.714285714285714,6.0588235294117645,5.954545454545454,5.777777777777778,4.5,5.208333333333333
Central America & Mexico,AM-211,4,4.388888888888889,5.277777777777778,6.05,5.131578947368421,5.5625,6.269230769230769,5,6.794117647058823,5.2272727272727275,5.444444444444445,4.7,4.666666666666667
Central America & Mexico,AM-225,4.75,4.5,4.916666666666667,5.1,4.2631578947368425,6.3125,5.6923076923076925,4.142857142857143,5.852941176470588,5.409090909090909,5.333333333333333,4.866666666666666,5.416666666666667
Central America & Mexico,AM-229,4.833333333333333,4.555555555555555,4.694444444444445,5.75,4.473684210526316,6.3125,5.346153846153846,5.714285714285714,5.882352941176471,5,5.555555555555555,4.366666666666666,6.416666666666667
Central America & Mexico,AM-231,2.9583333333333335,3.7777777777777777,6.083333333333333,5.7,3.6842105263157894,6.0625,6.038461538461538,3.5,5.705882352941177,6.909090909090909,5.777777777777778,4.366666666666666,4.541666666666667
Central America & Mexico,AM-237,4.541666666666667,4.333333333333333,5.166666666666667,4.6,5.2368421052631575,6.125,5.230769230769231,5.428571428571429,5.823529411764706,5.5,6,5.033333333333333,5.375
Central America & Mexico,AM-238,3.7083333333333335,4.666666666666667,4.638888888888889,5.4,4.842105263157895,6.875,6.5,5.071428571428571,6.235294117647059,5.090909090909091,5.555555555555555,4.566666666666666,4.041666666666667
Central America & Mexico,AM-243,3,4.722222222222222,4.694444444444445,5.85,4.605263157894737,5.625,5.576923076923077,4.714285714285714,6.176470588235294,5.363636363636363,5.722222222222222,4.866666666666666,4.291666666666667
Central America & Mexico,AM-246,3.6666666666666665,4.444444444444445,5.222222222222222,5.75,4.394736842105263,6.4375,5.884615384615385,4.5,6.088235294117647,5.909090909090909,5.666666666666667,4.4,4.375
Central America & Mexico,AM-250,4.041666666666667,4.555555555555555,4.888888888888889,5.6,4.578947368421052,6.3125,5.5,4.285714285714286,5.852941176470588,5.818181818181818,5.777777777777778,5.4,4.625
Central America & Mexico,BF-003,2.9166666666666665,4.611111111111111,6.527777777777778,5.9,3.8947368421052633,6.4375,6.076923076923077,3.4285714285714284,6.588235294117647,7,6,4.666666666666667,3.5416666666666665
Central America & Mexico,BF-004,3.9166666666666665,4.333333333333333,5.194444444444445,4.4,4.7631578947368425,5.5,6.384615384615385,4.785714285714286,5.852941176470588,5.090909090909091,5.055555555555555,5.233333333333333,3.8333333333333335
Central America & Mexico,BF-005,4.333333333333333,4.555555555555555,5.416666666666667,6.7,5.2105263157894735,6.125,5.769230769230769,5.642857142857143,5.735294117647059,6.636363636363637,5.5,4.4,4.416666666666667
Central America & Mexico,BF-007,4.416666666666667,3.7222222222222223,4.861111111111111,3.3,4.552631578947368,4.875,4.846153846153846,4.714285714285714,4.9411764705882355,5.090909090909091,4.777777777777778,5.666666666666667,5.625
Central America & Mexico,BF-008,3.9583333333333335,4.277777777777778,5.083333333333333,4.6,4.2368421052631575,5.25,5.346153846153846,4.714285714285714,5.176470588235294,5.863636363636363,5,5.166666666666667,5.208333333333333
Central America & Mexico,BF-018,4.75,4.555555555555555,5.138888888888889,6.15,4.7631578947368425,6.6875,6.153846153846154,4.642857142857143,6.235294117647059,6.545454545454546,5.888888888888889,4.5,4
Central America & Mexico,BF-020,4.333333333333333,4.444444444444445,5.777777777777778,6.15,4.684210526315789,6.5,6,4.285714285714286,5.9411764705882355,7.318181818181818,5.666666666666667,4.9,5.75
Central America & Mexico,BF-035,4.458333333333333,4.222222222222222,4.861111111111111,5.85,5.473684210526316,6.125,5.615384615384615,4.142857142857143,5.647058823529412,6.090909090909091,4.611111111111111,4.6,4.291666666666667
Central America & Mexico,BF-047,5.583333333333333,3.9444444444444446,4.472222222222222,6,5.631578947368421,4.625,6.038461538461538,6.285714285714286,6.147058823529412,5.181818181818182,5,4.533333333333333,6
Central America & Mexico,BF-201,3.9166666666666665,5.222222222222222,5.25,5.95,5.026315789473684,7,6.115384615384615,3.857142857142857,6.676470588235294,5.909090909090909,6,4.533333333333333,3.5
Central America & Mexico,BF-210,3.25,5.277777777777778,5.972222222222222,6.5,4.921052631578948,7.1875,6.153846153846154,3.9285714285714284,6.088235294117647,7.454545454545454,6.111111111111111,4.633333333333334,4.666666666666667
Central America & Mexico,BF-241,3.6666666666666665,5.611111111111111,5.25,6.9,5.394736842105263,7.25,6.653846153846154,3.4285714285714284,6.852941176470588,6.590909090909091,5.944444444444445,4.1,3.2916666666666665
Central America & Mexico,BF-244,3.75,5.666666666666667,5.944444444444445,6.95,5.605263157894737,6.75,6.230769230769231,5.071428571428571,6.676470588235294,6.181818181818182,5.666666666666667,4.466666666666667,3.625
Central America & Mexico,BF-247,4.75,4.833333333333333,5.388888888888889,6.65,5.184210526315789,6.875,6.3076923076923075,3.9285714285714284,6.617647058823529,6.181818181818182,5.444444444444445,4.833333333333333,4.041666666666667
Central America & Mexico,BF-250,4.791666666666667,5.055555555555555,4.777777777777778,7,5.605263157894737,7.25,6.346153846153846,4.571428571428571,6.088235294117647,6.136363636363637,5.555555555555555,4.433333333333334,4.333333333333333
Central America & Mexico,BM-002,4.458333333333333,4.722222222222222,5.277777777777778,6.95,5.473684210526316,6.5,6.038461538461538,4.285714285714286,6.588235294117647,6.090909090909091,5.444444444444445,4.5,4.708333333333333
Central America & Mexico,BM-017,5.208333333333333,4.333333333333333,4.805555555555555,5.2,5.157894736842105,5.25,5.769230769230769,6.071428571428571,6.117647058823529,5.454545454545454,4.833333333333333,4.933333333333334,5.125
Central America & Mexico,BM-027,3.1666666666666665,4.666666666666667,5.861111111111111,7.05,4.526315789473684,7.125,6.730769230769231,4,6.529411764705882,7.2727272727272725,6.611111111111111,4.266666666666667,3.25
Central America & Mexico,BM-030,3.8333333333333335,4.111111111111111,5.75,6.25,4.921052631578948,6,5.961538461538462,3.9285714285714284,6.117647058823529,6.454545454545454,5.777777777777778,4.533333333333333,5.125
Central America & Mexico,BM-032,4.333333333333333,4.333333333333333,5.416666666666667,6.25,5.631578947368421,6.5,6.269230769230769,5.642857142857143,6.411764705882353,6.045454545454546,5.555555555555555,4.8,4.333333333333333
Central America & Mexico,BM-040,3.4166666666666665,4.333333333333333,5.611111111111111,5.8,4.473684210526316,5.9375,5.461538461538462,4.857142857142857,6.117647058823529,4.954545454545454,5.277777777777778,4.8,4.333333333333333
Central America & Mexico,BM-202,4.333333333333333,3.888888888888889,4.805555555555555,4.85,4.315789473684211,5.5,5.5,5,5.235294117647059,4.545454545454546,5.277777777777778,5.533333333333333,4.041666666666667
Central America & Mexico,BM-210,4.291666666666667,4.777777777777778,5.305555555555555,7.15,5.868421052631579,6.8125,6.153846153846154,4,6.705882352941177,5.681818181818182,5.444444444444445,4.133333333333334,3.6666666666666665
Central America & Mexico,BM-211,4.916666666666667,3.9444444444444446,4.194444444444445,5.1,4.2894736842105265,5,5.115384615384615,5.857142857142857,5.794117647058823,5.136363636363637,4.722222222222222,5.033333333333333,5.666666666666667
Central America & Mexico,BM-219,5.083333333333333,3.888888888888889,4.416666666666667,3.95,3.9210526315789473,4.0625,4.576923076923077,6.5,4.676470588235294,4.136363636363637,4.055555555555555,5.733333333333333,5.75
Central America & Mexico,BM-226,3.5,3.888888888888889,5.027777777777778,4.75,3.8947368421052633,5.3125,5.884615384615385,4.928571428571429,6.147058823529412,4.545454545454546,5.555555555555555,4.6,5.416666666666667
Central America & Mexico,BM-227,5.333333333333333,4.833333333333333,4.972222222222222,6.35,5.7105263157894735,5.875,6.1923076923076925,5.071428571428571,6.205882352941177,5.7727272727272725,5.388888888888889,4.766666666666667,4.291666666666667
Central America & Mexico,BM-238,6,3.8333333333333335,4.777777777777778,5.2,5.157894736842105,4.5625,5.153846153846154,6,5,5.2272727272727275,4.777777777777778,5.366666666666666,6.041666666666667
Central America & Mexico,BM-250,3.25,4.277777777777778,5.444444444444445,6.1,5.2105263157894735,6.6875,6.3076923076923075,4.857142857142857,6.323529411764706,6.181818181818182,5.722222222222222,4.133333333333334,4.666666666666667
Central America & Mexico,BM-253,4.75,5.333333333333333,4.666666666666667,7.15,5.394736842105263,5.5,5.884615384615385,5.642857142857143,6.235294117647059,5.7272727272727275,4.5,4.333333333333333,5.708333333333333
Central America & Mexico,LF-202,4.416666666666667,4.5,5.916666666666667,5.2,4.2631578947368425,5.75,6,4.357142857142857,5.970588235294118,5.7727272727272725,5.277777777777778,5.7,4.708333333333333
Central America & Mexico,LF-206,4.916666666666667,5.833333333333333,4.583333333333333,5.85,6.394736842105263,5.625,6.653846153846154,4.857142857142857,6.264705882352941,5.045454545454546,5.111111111111111,4.766666666666667,4.083333333333333
Central America & Mexico,LF-208,4.125,4.333333333333333,5.25,3.7,4.052631578947368,4.4375,5.423076923076923,5.428571428571429,5.9411764705882355,5.363636363636363,5.333333333333333,4.9,5.708333333333333
Central America & Mexico,LF-209,3.3333333333333335,5.111111111111111,6.5,5.8,4.026315789473684,7.1875,6.538461538461538,2.5714285714285716,6.294117647058823,6.863636363636363,5.666666666666667,4.866666666666666,3.6666666666666665
Central America & Mexico,LF-210,4,6.388888888888889,5.111111111111111,5.25,4.368421052631579,5.75,6.5,4.5,6.705882352941177,5.7272727272727275,5.666666666666667,4.866666666666666,3.2083333333333335
Central America & Mexico,LF-213,4.041666666666667,4.833333333333333,5,4.45,4.052631578947368,6.125,6.461538461538462,4.857142857142857,6.617647058823529,5.681818181818182,5.833333333333333,5.5,4
Central America & Mexico,LF-216,5.75,4,5.25,4.7,5,4.8125,5.615384615384615,4.714285714285714,5.970588235294118,5.5,5.444444444444445,4.666666666666667,4.416666666666667
Central America & Mexico,LF-219,4.666666666666667,5.444444444444445,5.333333333333333,5.45,5.2631578947368425,5.5625,6.153846153846154,4.642857142857143,6.647058823529412,5.318181818181818,5.388888888888889,4.7,4.166666666666667
Central America & Mexico,LF-220,3.25,4.277777777777778,6,5.3,4.526315789473684,5.625,5.5,3.7857142857142856,6.323529411764706,6.545454545454546,5.5,5,3.9583333333333335
Central America & Mexico,LF-226,5.625,4.944444444444445,4.111111111111111,5.25,5.657894736842105,5.875,5.346153846153846,5.357142857142857,6.117647058823529,5.2272727272727275,4.777777777777778,5.033333333333333,4.541666666666667
Central America & Mexico,LF-228,3.7083333333333335,5.166666666666667,5.833333333333333,4.75,4.2368421052631575,6,6.230769230769231,3.7857142857142856,6.382352941176471,5.7272727272727275,5.5,5.133333333333334,3.875
Central America & Mexico,LF-235,4.208333333333333,5.166666666666667,5,4.7,4.421052631578948,6.5625,6.3076923076923075,3.9285714285714284,6.411764705882353,5.409090909090909,5.444444444444445,4.333333333333333,3.7083333333333335
Central America & Mexico,LF-241,3.7916666666666665,5.5,5.138888888888889,6.2,5.394736842105263,6.3125,6.3076923076923075,4.714285714285714,6.294117647058823,5.409090909090909,6.166666666666667,4.833333333333333,4.458333333333333
Central America & Mexico,LF-253,3.5,4,4.527777777777778,4.65,4.421052631578948,5,5.461538461538462,4.714285714285714,5.970588235294118,4.818181818181818,5.222222222222222,4.833333333333333,4.958333333333333
Central America & Mexico,LF-254,5.125,5,4.722222222222222,4.15,4.7894736842105265,5.125,5.230769230769231,5.5,5.235294117647059,4.7272727272727275,4.777777777777778,5.2,4.375
Central America & Mexico,LM-207,4.333333333333333,5.222222222222222,5.888888888888889,5.5,4.2894736842105265,6.25,6.423076923076923,3.857142857142857,5.970588235294118,5.409090909090909,5.833333333333333,4.2,3.2083333333333335
Central America & Mexico,LM-210,4.833333333333333,4.055555555555555,4.222222222222222,5.95,5.947368421052632,5.625,5.538461538461538,6.571428571428571,5.588235294117647,5.590909090909091,4.722222222222222,4.966666666666667,4.25
Central America & Mexico,LM-211,3.375,4.111111111111111,6.083333333333333,5.5,4.105263157894737,6.3125,6.3076923076923075,3.857142857142857,5.411764705882353,6.909090909090909,6.333333333333333,4.466666666666667,4.375
Central America & Mexico,LM-214,3.375,4.777777777777778,5.111111111111111,5.35,5.131578947368421,6.1875,6.461538461538462,4.071428571428571,6.176470588235294,5.818181818181818,6.111111111111111,4.566666666666666,4.333333333333333
Central America & Mexico,LM-217,5.458333333333333,3.888888888888889,4.416666666666667,5.3,4.842105263157895,4.6875,5.423076923076923,5.142857142857143,5.852941176470588,4.7727272727272725,4.444444444444445,5.7,5.625
Central America & Mexico,LM-219,3.5,5.222222222222222,6.361111111111111,7.2,4.605263157894737,7,5.923076923076923,3.642857142857143,5.588235294117647,7.181818181818182,6.055555555555555,4.2,3.9583333333333335
Central America & Mexico,LM-224,4.125,5.666666666666667,5.111111111111111,7.1,5.631578947368421,6.375,6.3076923076923075,5,5.970588235294118,5.863636363636363,6.277777777777778,4.3,4.333333333333333
Central America & Mexico,LM-227,4.333333333333333,4.555555555555555,4.805555555555555,5.65,5.105263157894737,6.875,6.423076923076923,4,6.147058823529412,5.636363636363637,5.944444444444445,4.6,3.3333333333333335
Central America & Mexico,LM-231,3.4583333333333335,4.833333333333333,5.416666666666667,5.4,4.815789473684211,6.4375,5.576923076923077,4.571428571428571,6.470588235294118,5.454545454545454,6,4.7,3.7083333333333335
Central America & Mexico,LM-241,3.25,4,5.777777777777778,5.2,4.157894736842105,5.3125,5.961538461538462,4.857142857142857,6.294117647058823,5.818181818181818,5.833333333333333,5.233333333333333,4.75
Central America & Mexico,LM-243,3.875,4.444444444444445,4.944444444444445,5.1,4.5,6.5,6.153846153846154,5.571428571428571,5.794117647058823,4.954545454545454,5.666666666666667,5.066666666666666,4.625
Central America & Mexico,LM-247,5.125,3.9444444444444446,4.277777777777778,5.65,5.157894736842105,5.5,6.423076923076923,5.214285714285714,6.294117647058823,5.2272727272727275,5.111111111111111,4.733333333333333,4.291666666666667
Central America & Mexico,LM-250,4.041666666666667,5.444444444444445,5.194444444444445,6.15,4.5,6.375,5.961538461538462,4.285714285714286,5.970588235294118,5.818181818181818,5.777777777777778,5,3.9583333333333335
Central America & Mexico,LM-251,4.375,4.5,5.361111111111111,5.85,4.578947368421052,6.4375,6.384615384615385,4.857142857142857,5.529411764705882,5.045454545454546,5.833333333333333,5.2,3.9166666666666665
Central America & Mexico,LM-252,5.208333333333333,3.9444444444444446,4.611111111111111,4.55,4.394736842105263,5.375,5.269230769230769,6.428571428571429,5.764705882352941,4.2727272727272725,5.166666666666667,5.2,5.75
Central America & Mexico,WF-007,5.041666666666667,4.277777777777778,5.666666666666667,6.95,5,5.9375,5.923076923076923,5.071428571428571,5.970588235294118,6.181818181818182,5.888888888888889,4.9,5.375
Central America & Mexico,WF-012,4.125,7.5,5.5,6.5,5.315789473684211,7.0625,6.384615384615385,3.9285714285714284,6.117647058823529,5.7727272727272725,6.777777777777778,4.633333333333334,3.875
Central America & Mexico,WF-015,3.5416666666666665,6.111111111111111,5.416666666666667,6.95,5.7631578947368425,6.75,6.3076923076923075,4.857142857142857,6.411764705882353,6.318181818181818,6.833333333333333,4.5,3.4166666666666665
Central America & Mexico,WF-020,4.625,4.833333333333333,4.388888888888889,5,4.526315789473684,4.75,6.1923076923076925,4.928571428571429,5.5,5.818181818181818,5.888888888888889,5.3,5.083333333333333
Central America & Mexico,WF-030,3.4166666666666665,5.166666666666667,6.138888888888889,4.8,3.9473684210526314,5.625,6.769230769230769,3.4285714285714284,6.235294117647059,5.863636363636363,6.055555555555555,5.066666666666666,3.8333333333333335
Central America & Mexico,WF-031,4,5.388888888888889,5.25,5.5,4.552631578947368,6.1875,5.769230769230769,4.857142857142857,5.705882352941177,6.2727272727272725,5.722222222222222,5.3,4.083333333333333
Central America & Mexico,WF-205,4.916666666666667,7.222222222222222,3.6666666666666665,7.9,6.315789473684211,6.375,6.269230769230769,5.071428571428571,6.882352941176471,6.318181818181818,7.222222222222222,4.266666666666667,3.625
Central America & Mexico,WF-208,3.3333333333333335,6.277777777777778,5.055555555555555,6.45,4.631578947368421,6.25,6,4.571428571428571,6.294117647058823,6.181818181818182,5.5,5.166666666666667,3.4166666666666665
Central America & Mexico,WF-210,5.25,3.9444444444444446,4,3.65,5.684210526315789,4.1875,5.5,5.714285714285714,5.147058823529412,4.7727272727272725,4.666666666666667,5.2,5.875
Central America & Mexico,WF-211,4,6.222222222222222,5.666666666666667,6,5.447368421052632,6.6875,6.846153846153846,4.142857142857143,6.705882352941177,6.045454545454546,6.722222222222222,4.866666666666666,3.5833333333333335
Central America & Mexico,WF-215,5.208333333333333,3.5555555555555554,4.694444444444445,6.2,4.657894736842105,5.625,5.576923076923077,5.642857142857143,5.323529411764706,5.545454545454546,4.666666666666667,4.766666666666667,6.041666666666667
Central America & Mexico,WF-220,2.9583333333333335,7.222222222222222,6.472222222222222,7.95,5.368421052631579,7.1875,6.961538461538462,3.7142857142857144,7.352941176470588,6.590909090909091,6.666666666666667,4.333333333333333,3.4166666666666665
Central America & Mexico,WF-226,4.75,3.8333333333333335,5.166666666666667,4.65,4.421052631578948,5.125,5.846153846153846,4.857142857142857,6.5,5.409090909090909,5.666666666666667,4.1,5.166666666666667
Central America & Mexico,WF-242,3.0833333333333335,6.944444444444445,6.5,7.2,5.657894736842105,7.9375,7.076923076923077,3.5714285714285716,6.882352941176471,7.136363636363637,7.444444444444445,4.233333333333333,3.5833333333333335
Central America & Mexico,WF-252,4.583333333333333,5.166666666666667,4.277777777777778,6.55,5.421052631578948,5.375,6.3076923076923075,6.571428571428571,6.235294117647059,5.363636363636363,5.666666666666667,4.5,4.875
Central America & Mexico,WM-003,4.916666666666667,5.722222222222222,3.9722222222222223,7.1,5.2368421052631575,6.875,6.576923076923077,6.285714285714286,6.411764705882353,5.181818181818182,5.055555555555555,4.6,4.208333333333333
Central America & Mexico,WM-009,4.333333333333333,6.222222222222222,4.583333333333333,7.05,5.368421052631579,5.9375,6.5,5.357142857142857,5.9411764705882355,5.7272727272727275,6.388888888888889,4.833333333333333,2.7916666666666665
Central America & Mexico,WM-016,5.833333333333333,5.5,4.166666666666667,7.05,6.105263157894737,5.25,5.384615384615385,6.142857142857143,6.882352941176471,4.590909090909091,5.333333333333333,5.466666666666667,4.958333333333333
Central America & Mexico,WM-039,3.7916666666666665,5.555555555555555,4.527777777777778,5.25,3.8684210526315788,5,5.961538461538462,5.142857142857143,5.794117647058823,5.045454545454546,5.5,4.666666666666667,4.333333333333333
Central America & Mexico,WM-211,5,6.055555555555555,4.555555555555555,6.35,5.184210526315789,5.875,6.615384615384615,6.071428571428571,6.352941176470588,5.5,5.5,4.433333333333334,4.416666666666667
Central America & Mexico,WM-213,4.416666666666667,6.055555555555555,5.222222222222222,7.05,4.815789473684211,7.0625,5.769230769230769,5.928571428571429,5.764705882352941,6.545454545454546,6.888888888888889,4.533333333333333,3.3333333333333335
