session_id,project_id,user_id,proj_name,user_status
1777,78,1869,PSA1_ITA_ITA_001,guest
1779,114,1873,PSA1_GER_AUT_002,guest
1786,114,1879,PSA1_GER_AUT_002,guest
1788,114,1880,PSA1_GER_AUT_002,guest
1794,114,1894,PSA1_GER_AUT_002,guest
1796,114,1885,PSA1_GER_AUT_002,guest
1802,114,1891,PSA1_GER_AUT_002,guest
1805,111,1898,PSA1_GER_GER_017,guest
1807,30,1913,PSA1_ENG_UK_024,guest
1808,114,1905,PSA1_GER_AUT_002,guest
1809,114,1902,PSA1_GER_AUT_002,guest
1812,114,1907,PSA1_GER_AUT_002,guest
1814,114,1906,PSA1_GER_AUT_002,guest
1815,114,1901,PSA1_GER_AUT_002,guest
1821,111,1915,PSA1_GER_test,guest
1822,111,1916,PSA1_GER_GER_017,guest
1823,111,1917,PSA1_GER_GER_017,guest
1825,157,1920,PSA1_EL_test,guest
1829,1,1923,PSA1_ENG_test,guest
1832,77,1925,PSA1_ITA_ITA_001,guest
1833,30,1926,PSA1_ENG_UK_024,guest
1837,123,1929,PSA1_NOR_NOR_004,guest
1840,78,1932,PSA1_ITA_ITA_001,guest
1841,123,1933,PSA1_NOR_NOR_004,guest
1842,77,1935,PSA1_ITA_ITA_001,guest
1843,123,1937,PSA1_NOR_NOR_004,guest
1844,78,1938,PSA1_ITA_ITA_001,guest
1845,106,1940,PSA1_ENG_UAE_001,guest
1853,57,1952,PSA1_ENG_USA_113,guest
1855,57,1947,PSA1_ENG_USA_113,guest
1856,57,1950,PSA1_ENG_USA_113,guest
1857,57,1949,PSA1_ENG_USA_113,guest
1858,123,1954,PSA1_NOR_NOR_004,guest
1860,40,1957,PSA1_ENG_USA_050,guest
1863,45,1959,PSA1_ENG_USA_031,guest
1864,1,1964,PSA1_ENG_test,guest
