quest_id,user_id,session_id,question_id,dv,order,starttime,endtime,q_name
1,104,74,1,US,1,2018-11-27T21:32:11Z,2018-11-27T21:32:35Z,country
1,104,74,2,f,2,2018-11-27T21:32:11Z,2018-11-27T21:32:35Z,sex
1,104,74,3,18,3,2018-11-27T21:32:11Z,2018-11-27T21:32:35Z,age
1,104,74,4,Asian,4,2018-11-27T21:32:11Z,2018-11-27T21:32:35Z,ethnicity
1,108,79,1,AD,1,2018-11-27T21:59:49Z,2018-11-27T22:00:21Z,country
1,108,79,2,no,2,2018-11-27T21:59:49Z,2018-11-27T22:00:21Z,sex
1,108,79,3,21,3,2018-11-27T21:59:49Z,2018-11-27T22:00:21Z,age
1,108,79,4,NA,4,2018-11-27T21:59:49Z,2018-11-27T22:00:21Z,ethnicity
1,111,84,1,US,1,2018-11-27T22:05:38Z,2018-11-27T22:06:14Z,country
1,111,84,2,m,2,2018-11-27T22:05:38Z,2018-11-27T22:06:14Z,sex
1,111,84,3,21,3,2018-11-27T22:05:38Z,2018-11-27T22:06:14Z,age
1,111,84,4,Caucasian,4,2018-11-27T22:05:38Z,2018-11-27T22:06:14Z,ethnicity
1,113,86,1,US,1,2018-11-27T22:21:45Z,2018-11-27T22:23:04Z,country
1,113,86,2,f,2,2018-11-27T22:21:45Z,2018-11-27T22:23:04Z,sex
1,113,86,3,19,3,2018-11-27T22:21:45Z,2018-11-27T22:23:04Z,age
1,113,86,4,"American, German, Polish, etc.",4,2018-11-27T22:21:45Z,2018-11-27T22:23:04Z,ethnicity
1,115,87,1,US,1,2018-11-27T22:26:28Z,2018-11-27T22:27:04Z,country
1,115,87,2,f,2,2018-11-27T22:26:28Z,2018-11-27T22:27:04Z,sex
1,115,87,3,18,3,2018-11-27T22:26:28Z,2018-11-27T22:27:04Z,age
1,115,87,4,White,4,2018-11-27T22:26:28Z,2018-11-27T22:27:04Z,ethnicity
1,116,88,1,US,1,2018-11-27T22:26:48Z,2018-11-27T22:27:40Z,country
1,116,88,2,f,2,2018-11-27T22:26:48Z,2018-11-27T22:27:40Z,sex
1,116,88,3,18,3,2018-11-27T22:26:48Z,2018-11-27T22:27:40Z,age
1,116,88,4,white,4,2018-11-27T22:26:48Z,2018-11-27T22:27:40Z,ethnicity
1,118,90,1,US,1,2018-11-27T22:34:07Z,2018-11-27T22:34:44Z,country
1,118,90,2,f,2,2018-11-27T22:34:07Z,2018-11-27T22:34:44Z,sex
1,118,90,3,18,3,2018-11-27T22:34:07Z,2018-11-27T22:34:44Z,age
1,118,90,4,White,4,2018-11-27T22:34:07Z,2018-11-27T22:34:44Z,ethnicity
1,120,92,1,US,1,2018-11-27T22:57:25Z,2018-11-27T22:57:57Z,country
1,120,92,2,f,2,2018-11-27T22:57:25Z,2018-11-27T22:57:57Z,sex
1,120,92,3,18,3,2018-11-27T22:57:25Z,2018-11-27T22:57:57Z,age
1,120,92,4,white,4,2018-11-27T22:57:25Z,2018-11-27T22:57:57Z,ethnicity
1,122,94,1,US,1,2018-11-27T23:01:55Z,2018-11-27T23:02:27Z,country
1,122,94,2,m,2,2018-11-27T23:01:55Z,2018-11-27T23:02:27Z,sex
1,122,94,3,19,3,2018-11-27T23:01:55Z,2018-11-27T23:02:27Z,age
1,122,94,4,Asian,4,2018-11-27T23:01:55Z,2018-11-27T23:02:27Z,ethnicity
1,127,98,1,US,1,2018-11-27T23:28:33Z,2018-11-27T23:29:01Z,country
1,127,98,2,f,2,2018-11-27T23:28:33Z,2018-11-27T23:29:01Z,sex
1,127,98,3,19,3,2018-11-27T23:28:33Z,2018-11-27T23:29:01Z,age
1,127,98,4,Chinese,4,2018-11-27T23:28:33Z,2018-11-27T23:29:01Z,ethnicity
1,126,99,1,US,1,2018-11-27T23:28:02Z,2018-11-27T23:29:21Z,country
1,126,99,2,f,2,2018-11-27T23:28:02Z,2018-11-27T23:29:21Z,sex
1,126,99,3,18,3,2018-11-27T23:28:02Z,2018-11-27T23:29:21Z,age
1,126,99,4,White/Eastern European Jew,4,2018-11-27T23:28:02Z,2018-11-27T23:29:21Z,ethnicity
1,128,100,1,US,1,2018-11-27T23:33:23Z,2018-11-27T23:33:54Z,country
1,128,100,2,f,2,2018-11-27T23:33:23Z,2018-11-27T23:33:54Z,sex
1,128,100,3,20,3,2018-11-27T23:33:23Z,2018-11-27T23:33:54Z,age
1,128,100,4,White,4,2018-11-27T23:33:23Z,2018-11-27T23:33:54Z,ethnicity
1,131,103,1,US,1,2018-11-28T00:03:44Z,2018-11-28T00:04:18Z,country
1,131,103,2,f,2,2018-11-28T00:03:44Z,2018-11-28T00:04:18Z,sex
1,131,103,3,18,3,2018-11-28T00:03:44Z,2018-11-28T00:04:18Z,age
1,131,103,4,White,4,2018-11-28T00:03:44Z,2018-11-28T00:04:18Z,ethnicity
1,132,104,1,US,1,2018-11-28T00:04:20Z,2018-11-28T00:05:13Z,country
1,132,104,2,f,2,2018-11-28T00:04:20Z,2018-11-28T00:05:13Z,sex
1,132,104,3,19,3,2018-11-28T00:04:20Z,2018-11-28T00:05:13Z,age
1,132,104,4,White,4,2018-11-28T00:04:20Z,2018-11-28T00:05:13Z,ethnicity
1,133,105,1,US,1,2018-11-28T00:06:38Z,2018-11-28T00:07:13Z,country
1,133,105,2,f,2,2018-11-28T00:06:38Z,2018-11-28T00:07:13Z,sex
1,133,105,3,20,3,2018-11-28T00:06:38Z,2018-11-28T00:07:13Z,age
1,133,105,4,Caucasian,4,2018-11-28T00:06:38Z,2018-11-28T00:07:13Z,ethnicity
1,137,108,1,US,1,2018-11-28T00:30:09Z,2018-11-28T00:30:36Z,country
1,137,108,2,m,2,2018-11-28T00:30:09Z,2018-11-28T00:30:36Z,sex
1,137,108,3,18,3,2018-11-28T00:30:09Z,2018-11-28T00:30:36Z,age
1,137,108,4,White,4,2018-11-28T00:30:09Z,2018-11-28T00:30:36Z,ethnicity
1,138,109,1,BR,1,2018-11-28T00:34:13Z,2018-11-28T00:34:53Z,country
1,138,109,2,m,2,2018-11-28T00:34:13Z,2018-11-28T00:34:53Z,sex
1,138,109,3,31,3,2018-11-28T00:34:13Z,2018-11-28T00:34:53Z,age
1,138,109,4,NA,4,2018-11-28T00:34:13Z,2018-11-28T00:34:53Z,ethnicity
1,152,121,1,US,1,2018-11-28T02:23:07Z,2018-11-28T02:23:40Z,country
1,152,121,2,m,2,2018-11-28T02:23:07Z,2018-11-28T02:23:40Z,sex
1,152,121,3,25,3,2018-11-28T02:23:07Z,2018-11-28T02:23:40Z,age
1,152,121,4,Caucasian,4,2018-11-28T02:23:07Z,2018-11-28T02:23:40Z,ethnicity
1,153,123,1,US,1,2018-11-28T02:27:19Z,2018-11-28T02:27:44Z,country
1,153,123,2,m,2,2018-11-28T02:27:19Z,2018-11-28T02:27:44Z,sex
1,153,123,3,18,3,2018-11-28T02:27:19Z,2018-11-28T02:27:44Z,age
1,153,123,4,White,4,2018-11-28T02:27:19Z,2018-11-28T02:27:44Z,ethnicity
1,154,124,1,TH,1,2018-11-28T02:37:49Z,2018-11-28T02:38:09Z,country
1,154,124,2,m,2,2018-11-28T02:37:49Z,2018-11-28T02:38:09Z,sex
1,154,124,3,33,3,2018-11-28T02:37:49Z,2018-11-28T02:38:09Z,age
1,154,124,4,white,4,2018-11-28T02:37:49Z,2018-11-28T02:38:09Z,ethnicity
3,162,131,11,IT,1,2018-11-28T11:10:36Z,2018-11-28T11:16:48Z,country
3,162,131,12,m,2,2018-11-28T11:10:36Z,2018-11-28T11:16:48Z,sex
3,162,131,13,38,3,2018-11-28T11:10:36Z,2018-11-28T11:16:48Z,age
3,162,131,14,caucausica,4,2018-11-28T11:10:36Z,2018-11-28T11:16:48Z,ethnicity
1,164,132,1,NA,1,2018-11-28T12:14:40Z,2018-11-28T12:14:47Z,country
1,164,132,2,NA,2,2018-11-28T12:14:40Z,2018-11-28T12:14:47Z,sex
1,164,132,3,NA,3,2018-11-28T12:14:40Z,2018-11-28T12:14:47Z,age
1,164,132,4,NA,4,2018-11-28T12:14:40Z,2018-11-28T12:14:47Z,ethnicity
1,165,133,1,DK,1,2018-11-28T12:58:27Z,2018-11-28T12:58:57Z,country
1,165,133,2,m,2,2018-11-28T12:58:27Z,2018-11-28T12:58:57Z,sex
1,165,133,3,91,3,2018-11-28T12:58:27Z,2018-11-28T12:58:57Z,age
1,165,133,4,dhhd,4,2018-11-28T12:58:27Z,2018-11-28T12:58:57Z,ethnicity
3,162,137,11,IT,1,2018-11-28T13:43:38Z,2018-11-28T13:44:02Z,country
3,162,137,12,m,2,2018-11-28T13:43:38Z,2018-11-28T13:44:02Z,sex
3,162,137,13,38,3,2018-11-28T13:43:38Z,2018-11-28T13:44:02Z,age
3,162,137,14,Caucasian,4,2018-11-28T13:43:38Z,2018-11-28T13:44:02Z,ethnicity
1,171,143,1,DK,1,2018-11-28T13:56:19Z,2018-11-28T13:57:14Z,country
1,171,143,2,f,2,2018-11-28T13:56:19Z,2018-11-28T13:57:14Z,sex
1,171,143,3,24,3,2018-11-28T13:56:19Z,2018-11-28T13:57:14Z,age
1,171,143,4,caucasian,4,2018-11-28T13:56:19Z,2018-11-28T13:57:14Z,ethnicity
1,172,146,1,NA,1,2018-11-28T14:13:34Z,2018-11-28T14:13:47Z,country
1,172,146,2,NA,2,2018-11-28T14:13:34Z,2018-11-28T14:13:47Z,sex
1,172,146,3,NA,3,2018-11-28T14:13:34Z,2018-11-28T14:13:47Z,age
1,172,146,4,NA,4,2018-11-28T14:13:34Z,2018-11-28T14:13:47Z,ethnicity
3,162,149,11,IT,1,2018-11-28T15:14:09Z,2018-11-28T15:14:43Z,country
3,162,149,12,m,2,2018-11-28T15:14:09Z,2018-11-28T15:14:43Z,sex
3,162,149,13,38,3,2018-11-28T15:14:09Z,2018-11-28T15:14:43Z,age
3,162,149,14,caucasico,4,2018-11-28T15:14:09Z,2018-11-28T15:14:43Z,ethnicity
3,162,156,11,IT,1,2018-11-28T15:44:46Z,2018-11-28T15:45:37Z,country
3,162,156,12,m,2,2018-11-28T15:44:46Z,2018-11-28T15:45:37Z,sex
3,162,156,13,38,3,2018-11-28T15:44:46Z,2018-11-28T15:45:37Z,age
3,162,156,14,caucasica,4,2018-11-28T15:44:46Z,2018-11-28T15:45:37Z,ethnicity
3,162,157,11,IT,1,2018-11-28T15:47:03Z,2018-11-28T15:47:26Z,country
3,162,157,12,m,2,2018-11-28T15:47:03Z,2018-11-28T15:47:26Z,sex
3,162,157,13,38,3,2018-11-28T15:47:03Z,2018-11-28T15:47:26Z,age
3,162,157,14,cauascio,4,2018-11-28T15:47:03Z,2018-11-28T15:47:26Z,ethnicity
3,162,167,11,IT,1,2018-11-28T17:29:28Z,2018-11-28T17:29:58Z,country
3,162,167,12,m,2,2018-11-28T17:29:28Z,2018-11-28T17:29:58Z,sex
3,162,167,13,38,3,2018-11-28T17:29:28Z,2018-11-28T17:29:58Z,age
3,162,167,14,caucasico,4,2018-11-28T17:29:28Z,2018-11-28T17:29:58Z,ethnicity
3,162,168,11,IT,1,2018-11-28T17:31:26Z,2018-11-28T17:31:49Z,country
3,162,168,12,m,2,2018-11-28T17:31:26Z,2018-11-28T17:31:49Z,sex
3,162,168,13,38,3,2018-11-28T17:31:26Z,2018-11-28T17:31:49Z,age
3,162,168,14,caucasico,4,2018-11-28T17:31:26Z,2018-11-28T17:31:49Z,ethnicity
3,162,170,11,IT,1,2018-11-28T17:36:52Z,2018-11-28T17:37:19Z,country
3,162,170,12,m,2,2018-11-28T17:36:52Z,2018-11-28T17:37:19Z,sex
3,162,170,13,38,3,2018-11-28T17:36:52Z,2018-11-28T17:37:19Z,age
3,162,170,14,caucasica,4,2018-11-28T17:36:52Z,2018-11-28T17:37:19Z,ethnicity
1,178,176,1,US,1,2018-11-28T20:02:27Z,2018-11-28T20:23:16Z,country
1,178,176,2,f,2,2018-11-28T20:02:27Z,2018-11-28T20:23:16Z,sex
1,178,176,3,18,3,2018-11-28T20:02:27Z,2018-11-28T20:23:16Z,age
1,178,176,4,White,4,2018-11-28T20:02:27Z,2018-11-28T20:23:16Z,ethnicity
1,184,184,1,US,1,2018-11-28T21:23:52Z,2018-11-28T21:24:09Z,country
1,184,184,2,f,2,2018-11-28T21:23:52Z,2018-11-28T21:24:09Z,sex
1,184,184,3,21,3,2018-11-28T21:23:52Z,2018-11-28T21:24:09Z,age
1,184,184,4,Vietnamese,4,2018-11-28T21:23:52Z,2018-11-28T21:24:09Z,ethnicity
1,187,185,1,TC,1,2018-11-28T21:23:35Z,2018-11-28T21:24:18Z,country
1,187,185,2,m,2,2018-11-28T21:23:35Z,2018-11-28T21:24:18Z,sex
1,187,185,3,18,3,2018-11-28T21:23:35Z,2018-11-28T21:24:18Z,age
1,187,185,4,NA,4,2018-11-28T21:23:35Z,2018-11-28T21:24:18Z,ethnicity
1,189,188,1,US,1,2018-11-28T21:26:57Z,2018-11-28T21:27:18Z,country
1,189,188,2,f,2,2018-11-28T21:26:57Z,2018-11-28T21:27:18Z,sex
1,189,188,3,20,3,2018-11-28T21:26:57Z,2018-11-28T21:27:18Z,age
1,189,188,4,White,4,2018-11-28T21:26:57Z,2018-11-28T21:27:18Z,ethnicity
1,194,192,1,US,1,2018-11-29T00:44:10Z,2018-11-29T00:45:34Z,country
1,194,192,2,f,2,2018-11-29T00:44:10Z,2018-11-29T00:45:34Z,sex
1,194,192,3,24,3,2018-11-29T00:44:10Z,2018-11-29T00:45:34Z,age
1,194,192,4,Caucasian,4,2018-11-29T00:44:10Z,2018-11-29T00:45:34Z,ethnicity
1,195,193,1,US,1,2018-11-29T01:06:01Z,2018-11-29T01:06:55Z,country
1,195,193,2,m,2,2018-11-29T01:06:01Z,2018-11-29T01:06:55Z,sex
1,195,193,3,38,3,2018-11-29T01:06:01Z,2018-11-29T01:06:55Z,age
1,195,193,4,white,4,2018-11-29T01:06:01Z,2018-11-29T01:06:55Z,ethnicity
1,195,194,1,US,1,2018-11-29T01:09:13Z,2018-11-29T01:09:49Z,country
1,195,194,2,m,2,2018-11-29T01:09:13Z,2018-11-29T01:09:49Z,sex
1,195,194,3,38,3,2018-11-29T01:09:13Z,2018-11-29T01:09:49Z,age
1,195,194,4,white,4,2018-11-29T01:09:13Z,2018-11-29T01:09:49Z,ethnicity
1,196,195,1,TW,1,2018-11-29T04:07:41Z,2018-11-29T04:10:22Z,country
1,196,195,2,m,2,2018-11-29T04:07:41Z,2018-11-29T04:10:22Z,sex
1,196,195,3,22,3,2018-11-29T04:07:41Z,2018-11-29T04:10:22Z,age
1,196,195,4,NA,4,2018-11-29T04:07:41Z,2018-11-29T04:10:22Z,ethnicity
1,198,196,1,TH,1,2018-11-29T08:58:48Z,2018-11-29T08:59:05Z,country
1,198,196,2,m,2,2018-11-29T08:58:48Z,2018-11-29T08:59:05Z,sex
1,198,196,3,34,3,2018-11-29T08:58:48Z,2018-11-29T08:59:05Z,age
1,198,196,4,white,4,2018-11-29T08:58:48Z,2018-11-29T08:59:05Z,ethnicity
1,201,199,1,US,1,2018-11-29T13:38:49Z,2018-11-29T13:39:57Z,country
1,201,199,2,m,2,2018-11-29T13:38:49Z,2018-11-29T13:39:57Z,sex
1,201,199,3,32,3,2018-11-29T13:38:49Z,2018-11-29T13:39:57Z,age
1,201,199,4,White,4,2018-11-29T13:38:49Z,2018-11-29T13:39:57Z,ethnicity
1,211,207,1,US,1,2018-11-29T16:05:47Z,2018-11-29T16:06:51Z,country
1,211,207,2,m,2,2018-11-29T16:05:47Z,2018-11-29T16:06:51Z,sex
1,211,207,3,19,3,2018-11-29T16:05:47Z,2018-11-29T16:06:51Z,age
1,211,207,4,Caucasian,4,2018-11-29T16:05:47Z,2018-11-29T16:06:51Z,ethnicity
1,220,217,1,US,1,2018-11-29T17:26:01Z,2018-11-29T17:26:48Z,country
1,220,217,2,m,2,2018-11-29T17:26:01Z,2018-11-29T17:26:48Z,sex
1,220,217,3,19,3,2018-11-29T17:26:01Z,2018-11-29T17:26:48Z,age
1,220,217,4,White,4,2018-11-29T17:26:01Z,2018-11-29T17:26:48Z,ethnicity
1,213,220,1,US,1,2018-11-29T17:40:45Z,2018-11-29T17:41:16Z,country
1,213,220,2,f,2,2018-11-29T17:40:45Z,2018-11-29T17:41:16Z,sex
1,213,220,3,19,3,2018-11-29T17:40:45Z,2018-11-29T17:41:16Z,age
1,213,220,4,Black,4,2018-11-29T17:40:45Z,2018-11-29T17:41:16Z,ethnicity
1,217,226,1,US,1,2018-11-29T18:23:47Z,2018-11-29T18:24:32Z,country
1,217,226,2,f,2,2018-11-29T18:23:47Z,2018-11-29T18:24:32Z,sex
1,217,226,3,18,3,2018-11-29T18:23:47Z,2018-11-29T18:24:32Z,age
1,217,226,4,Caucasion,4,2018-11-29T18:23:47Z,2018-11-29T18:24:32Z,ethnicity
1,233,232,1,US,1,2018-11-29T19:43:40Z,2018-11-29T19:44:25Z,country
1,233,232,2,m,2,2018-11-29T19:43:40Z,2018-11-29T19:44:25Z,sex
1,233,232,3,19,3,2018-11-29T19:43:40Z,2018-11-29T19:44:25Z,age
1,233,232,4,White,4,2018-11-29T19:43:40Z,2018-11-29T19:44:25Z,ethnicity
1,235,234,1,US,1,2018-11-29T20:01:58Z,2018-11-29T20:02:21Z,country
1,235,234,2,f,2,2018-11-29T20:01:58Z,2018-11-29T20:02:21Z,sex
1,235,234,3,19,3,2018-11-29T20:01:58Z,2018-11-29T20:02:21Z,age
1,235,234,4,WHITE,4,2018-11-29T20:01:58Z,2018-11-29T20:02:21Z,ethnicity
1,237,240,1,US,1,2018-11-29T21:00:05Z,2018-11-29T21:13:16Z,country
1,237,240,2,f,2,2018-11-29T21:00:05Z,2018-11-29T21:13:16Z,sex
